--------- beginning of main
03-04 14:59:26.587  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-32 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ComposeActivityGmail is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.youtube.music/com.google.android.apps.youtube.music.activities.MusicActivity is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.youtube/com.google.android.apps.youtube.app.watchwhile.WatchWhileActivity is in the allowlist
03-04 15:02:20.487  8119  8119 I WorkService: Work service created
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.pixel.relationships is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.googlequicksearchbox is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.search.assistant.verticals.ambient.standalone is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.gms is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.deskclock is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.wellbeing is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.messaging is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.maps is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.dialer is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.recorder is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.dev is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.canary is in the allowlist
03-04 15:02:20.488  8119  8221 I ewn     : Started coroutine watchdog: work-service, duration: PT3M
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.whatsapp is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package jp.naver.line.android is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package org.thoughtcrime.securesms is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.youtube.music is not in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.youtube is not in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.android.chrome is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.facebook.mlite is not in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.kakao.talk is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.instagram.android is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.autofill.testapps.autofillapp is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.translate.testapps.chatapp is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.startup.StartUpActivity is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.RoomsActivity is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.PeopleActivity is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ConversationListActivityGmail is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ComposeActivityGmail is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.youtube.music/com.google.android.apps.youtube.music.activities.MusicActivity is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.youtube/com.google.android.apps.youtube.app.watchwhile.WatchWhileActivity is in the allowlist
03-04 15:02:20.488  1678  2892 I AppWidgetServiceImpl: getInstalledProvidersForProfiles() 0
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.pixel.relationships is in the allowlist
03-04 15:02:20.488  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.googlequicksearchbox is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.search.assistant.verticals.ambient.standalone is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.gms is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.deskclock is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.wellbeing is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.messaging is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.maps is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.dialer is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.recorder is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.dev is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.canary is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.whatsapp is in the allowlist
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package jp.naver.line.android is in the allowlist
03-04 15:02:20.490  1678  2714 W ParceledListSlice: Element #26 is 22484 bytes.
03-04 15:02:20.490  1678  2714 W ParceledListSlice: Element #27 is 22664 bytes.
03-04 15:02:20.490  1678  2714 W ParceledListSlice: Element #28 is 22876 bytes.
03-04 15:02:20.490  1678  4955 W ParceledListSlice: Element #29 is 22388 bytes.
03-04 15:02:20.493  1678  3076 W ForegroundServiceTypeLoggerModule: Foreground service start for UID: 10204 does not have any types
03-04 15:02:20.494  1678  2582 D BackgroundInstallControlService: Package event received: 0
03-04 15:02:20.489  4516  5431 I AiAiVC  : Centralized allowlist: requested package org.thoughtcrime.securesms is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.youtube.music is not in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.youtube is not in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.android.chrome is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.facebook.mlite is not in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.kakao.talk is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.instagram.android is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.autofill.testapps.autofillapp is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.translate.testapps.chatapp is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.startup.StartUpActivity is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.RoomsActivity is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.PeopleActivity is in the allowlist
03-04 15:02:20.495  8119  8119 I WorkService: Moved work service to foreground
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ConversationListActivityGmail is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ComposeActivityGmail is in the allowlist
03-04 15:02:20.495  8119  8119 I eem     : Starting the handler for work type: HANDLE_PACKAGES_CHANGED
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.youtube.music/com.google.android.apps.youtube.music.activities.MusicActivity is in the allowlist
03-04 15:02:20.495  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.youtube/com.google.android.apps.youtube.app.watchwhile.WatchWhileActivity is in the allowlist
03-04 15:02:20.496  8119  8119 I WorkService: Work service returning from onStartCommand, work count: 1
03-04 15:02:20.496  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.pixel.relationships is in the allowlist
03-04 15:02:20.496  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.googlequicksearchbox is in the allowlist
03-04 15:02:20.496  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.search.assistant.verticals.ambient.standalone is in the allowlist
03-04 15:02:20.496  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.gms is in the allowlist
03-04 15:02:20.496  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.deskclock is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.wellbeing is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.messaging is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.maps is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.dialer is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.recorder is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.dev is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.canary is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.whatsapp is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package jp.naver.line.android is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package org.thoughtcrime.securesms is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.youtube.music is not in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.youtube is not in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.android.chrome is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.facebook.mlite is not in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.kakao.talk is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.instagram.android is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.autofill.testapps.autofillapp is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.translate.testapps.chatapp is in the allowlist
03-04 15:02:20.497  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.startup.StartUpActivity is in the allowlist
03-04 15:02:20.498  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.RoomsActivity is in the allowlist
03-04 15:02:20.498  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.PeopleActivity is in the allowlist
03-04 15:02:20.498  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ConversationListActivityGmail is in the allowlist
03-04 15:02:20.498  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ComposeActivityGmail is in the allowlist
03-04 15:02:20.498  8119 19406 I eea     : No reboot detected, boot count: 17
03-04 15:02:20.498  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.youtube.music/com.google.android.apps.youtube.music.activities.MusicActivity is in the allowlist
03-04 15:02:20.498  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.youtube/com.google.android.apps.youtube.app.watchwhile.WatchWhileActivity is in the allowlist
03-04 15:02:20.499  4516  5078 I AiAiEcho: EchoSearch: WidgetFetcherImpl is initialized with [40] widgets [reason=package added for userId: 0]
03-04 15:02:20.499  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.pixel.relationships is in the allowlist
03-04 15:02:20.500  8119 19406 I eea     : Found: 2 changed packages for sequence number: 74, new sequence number: 76
03-04 15:02:20.500  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.googlequicksearchbox is in the allowlist
03-04 15:02:20.500  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.search.assistant.verticals.ambient.standalone is in the allowlist
